time,wavelength_shift_1,wavelength_shift_2
25.716,-0.5867,-0.4374
25.744,-0.5866,-0.4369
25.774,-0.5846,-0.4376
25.803,-0.5849,-0.4398
25.834,-0.5873,-0.4373
25.862,-0.5834,-0.4415
25.891,-0.5858,-0.4374
25.921,-0.5872,-0.4393
25.951,-0.5884,-0.4379
25.98,-0.5863,-0.4386
26.01,-0.5826,-0.4383
26.044,-0.5876,-0.4396
26.075,-0.5885,-0.4365
26.104,-0.5888,-0.4388
26.13,-0.5872,-0.4377
26.159,-0.5879,-0.4379
26.188,-0.59,-0.4367
26.218,-0.5912,-0.438
26.246,-0.5858,-0.4388
26.276,-0.589,-0.4394
26.307,-0.5877,-0.4366
26.336,-0.584,-0.4416
26.365,-0.5885,-0.4389
26.395,-0.5877,-0.439
26.425,-0.5889,-0.4388
26.464,-0.5888,-0.4396
26.485,-0.5899,-0.4376
26.514,-0.5863,-0.4397
26.543,-0.5855,-0.4391
26.572,-0.5862,-0.4382
26.602,-0.5854,-0.4377
26.632,-0.5867,-0.4382
26.661,-0.5871,-0.4366
26.691,-0.5883,-0.4396
26.722,-0.5858,-0.4402
26.751,-0.5871,-0.4394
26.78,-0.5879,-0.4384
26.81,-0.5882,-0.439
26.84,-0.5861,-0.44
26.87,-0.5882,-0.4399
26.904,-0.5888,-0.4368
26.929,-0.5871,-0.4391
26.96,-0.5884,-0.4408
26.998,-0.5844,-0.4367
27.018,-0.5837,-0.4376
27.059,-0.5916,-0.4373
27.076,-0.588,-0.44
27.106,-0.5882,-0.4385
27.135,-0.5858,-0.4342
27.167,-0.5875,-0.4375
27.2,-0.5866,-0.4381
27.229,-0.5907,-0.4399
27.258,-0.5868,-0.437
27.283,-0.5885,-0.439
27.313,-0.5893,-0.4411
27.344,-0.5879,-0.4382
27.372,-0.5904,-0.4377
27.402,-0.5854,-0.4384
27.432,-0.5896,-0.4385
27.461,-0.5876,-0.4402
27.492,-0.5882,-0.438
27.531,-0.5893,-0.4374
27.551,-0.5879,-0.4384
27.581,-0.5882,-0.4426
27.609,-0.5897,-0.4403
27.64,-0.5882,-0.4387
27.669,-0.5862,-0.4394
27.698,-0.5859,-0.4387
27.728,-0.5884,-0.4405
27.757,-0.5871,-0.441
27.787,-0.5871,-0.4398
27.817,-0.5887,-0.4376
27.847,-0.5896,-0.4396
27.876,-0.5899,-0.4398
27.906,-0.5866,-0.4388
27.936,-0.5897,-0.4376
27.965,-0.5874,-0.4387
27.995,-0.5914,-0.4385
28.024,-0.589,-0.4396
28.054,-0.5873,-0.4402
28.085,-0.5866,-0.4374
28.115,-0.5866,-0.4406
28.143,-0.5889,-0.4382
28.172,-0.5847,-0.4382
28.203,-0.587,-0.4411
28.232,-0.5888,-0.4394
28.261,-0.5867,-0.4393
28.291,-0.5885,-0.4374
28.32,-0.5898,-0.4413
28.35,-0.5876,-0.4393
28.38,-0.5866,-0.438
28.409,-0.588,-0.438
28.44,-0.5877,-0.4376
28.468,-0.5865,-0.4416
28.499,-0.5879,-0.4411
28.528,-0.587,-0.4386
28.557,-0.5879,-0.4409
28.587,-0.5877,-0.4385
28.617,-0.5892,-0.4423
28.646,-0.5876,-0.4379
28.676,-0.5901,-0.4391
28.705,-0.5865,-0.4385
28.736,-0.5894,-0.4362
28.765,-0.586,-0.4418
28.795,-0.5859,-0.4377
28.824,-0.5869,-0.4387
28.854,-0.5855,-0.4398
28.883,-0.5863,-0.4401
28.913,-0.5869,-0.4385
28.942,-0.5905,-0.441
28.972,-0.5846,-0.4394
29.002,-0.5869,-0.4397
29.031,-0.5938,-0.4392
29.064,-0.589,-0.4376
29.091,-0.5902,-0.4412
29.12,-0.5869,-0.4387
29.15,-0.587,-0.4388
29.179,-0.5891,-0.4395
29.209,-0.5872,-0.4366
29.238,-0.5895,-0.4393
29.27,-0.5876,-0.4426
29.298,-0.5902,-0.4395
29.327,-0.5859,-0.4394
29.358,-0.5868,-0.4393
29.386,-0.5897,-0.44
29.417,-0.5887,-0.4424
29.446,-0.5866,-0.4394
29.474,-0.587,-0.44
29.504,-0.5878,-0.4387
29.534,-0.5881,-0.4404
29.564,-0.5855,-0.4399
29.594,-0.5876,-0.4409
29.623,-0.5891,-0.4406
29.654,-0.5875,-0.4401
29.684,-0.5899,-0.4401
29.712,-0.5868,-0.4396
29.742,-0.5881,-0.4404
29.771,-0.588,-0.4387
29.801,-0.588,-0.4366
29.831,-0.5885,-0.4401
29.86,-0.5881,-0.4389
29.89,-0.5878,-0.4396
29.919,-0.5867,-0.4424
29.949,-0.5872,-0.4399
29.979,-0.5873,-0.4421
30.008,-0.5892,-0.4379
30.038,-0.5885,-0.4405
30.067,-0.5869,-0.4401
30.097,-0.5891,-0.4393
30.127,-0.586,-0.4415
30.156,-0.5896,-0.4394
30.186,-0.5885,-0.4414
30.219,-0.5856,-0.4378
30.244,-0.5886,-0.4389
30.276,-0.5873,-0.4421
30.305,-0.5879,-0.4382
30.335,-0.5868,-0.4402
30.364,-0.5896,-0.4412
30.393,-0.589,-0.443
30.423,-0.5857,-0.4385
30.452,-0.5861,-0.4391
30.482,-0.5896,-0.4378
30.514,-0.5867,-0.4406
30.542,-0.5865,-0.4407
30.576,-0.5876,-0.4388
30.603,-0.5853,-0.4393
30.629,-0.589,-0.4412
30.659,-0.5863,-0.441
30.688,-0.5864,-0.4386
30.718,-0.5868,-0.4382
30.75,-0.5898,-0.4408
30.778,-0.5848,-0.4408
30.808,-0.5862,-0.4404
30.837,-0.5881,-0.4394
30.866,-0.5852,-0.4421
30.898,-0.5854,-0.4379
30.925,-0.5889,-0.4391
30.955,-0.5883,-0.4399
30.984,-0.5873,-0.4413
31.014,-0.5905,-0.4394
31.044,-0.5862,-0.4424
31.075,-0.5863,-0.438
31.104,-0.5881,-0.442
31.134,-0.5853,-0.439
31.168,-0.5855,-0.4399
31.193,-0.5895,-0.4399
31.222,-0.5852,-0.4393
31.251,-0.5885,-0.4387
31.282,-0.5904,-0.4372
31.31,-0.5877,-0.4403
31.341,-0.585,-0.4424
31.37,-0.5892,-0.4405
31.4,-0.5856,-0.4399
31.43,-0.5873,-0.4429
31.459,-0.586,-0.4411
31.489,-0.5857,-0.4393
31.52,-0.5883,-0.442
31.548,-0.5851,-0.4409
31.577,-0.5877,-0.4406
31.606,-0.5877,-0.4407
31.637,-0.5907,-0.4388
31.666,-0.5895,-0.4415
31.695,-0.5862,-0.4405
31.725,-0.5874,-0.4398
31.756,-0.5892,-0.4424
31.785,-0.5872,-0.4383
31.815,-0.5869,-0.4393
31.843,-0.5869,-0.4411
31.876,-0.585,-0.4393
31.903,-0.5871,-0.4394
31.937,-0.5892,-0.4398
31.962,-0.5863,-0.4389
31.991,-0.586,-0.4398
32.021,-0.5847,-0.4408
32.052,-0.5843,-0.4432
32.08,-0.5861,-0.4394
32.11,-0.5869,-0.4389
32.141,-0.5896,-0.4432
32.169,-0.5865,-0.4413
32.199,-0.5882,-0.4391
32.228,-0.5858,-0.4416
32.258,-0.5887,-0.4413
32.288,-0.5861,-0.4386
32.317,-0.5861,-0.4423
32.347,-0.5874,-0.4421
32.377,-0.5858,-0.4402
32.407,-0.5877,-0.4399
32.438,-0.5895,-0.4416
32.465,-0.5843,-0.4412
32.495,-0.5883,-0.441
32.534,-0.589,-0.4416
32.554,-0.589,-0.4422
32.585,-0.5893,-0.4427
32.613,-0.5867,-0.4396
32.643,-0.5891,-0.4416
32.673,-0.5877,-0.4413
32.703,-0.5882,-0.4407
32.733,-0.5869,-0.4417
32.761,-0.584,-0.4445
32.791,-0.5876,-0.4441
32.821,-0.5878,-0.4397
32.851,-0.589,-0.4385
32.881,-0.5852,-0.4435
32.91,-0.5869,-0.4429
32.939,-0.5868,-0.4413
32.971,-0.5862,-0.4405
32.998,-0.5868,-0.4457
33.028,-0.5825,-0.4409
33.058,-0.589,-0.4403
33.087,-0.5904,-0.4423
33.117,-0.5869,-0.4418
33.146,-0.5863,-0.4407
33.176,-0.5832,-0.442
33.206,-0.5888,-0.4401
33.235,-0.5876,-0.4414
33.272,-0.5897,-0.441
33.296,-0.5858,-0.4411
33.324,-0.5886,-0.4428
33.354,-0.5846,-0.4408
33.382,-0.5854,-0.4424
33.414,-0.5901,-0.443
33.443,-0.5855,-0.4433
33.472,-0.5873,-0.4407
33.503,-0.5858,-0.4387
33.533,-0.586,-0.4424
33.562,-0.5884,-0.4423
33.591,-0.5886,-0.4421
33.62,-0.5871,-0.443
33.65,-0.5852,-0.4421
33.68,-0.5862,-0.4422
33.71,-0.584,-0.4437
33.739,-0.5856,-0.4415
33.769,-0.584,-0.4436
33.798,-0.5842,-0.4432
33.828,-0.5855,-0.4419
33.857,-0.5843,-0.4402
33.889,-0.5851,-0.4429
33.917,-0.588,-0.4414
33.946,-0.5848,-0.44
33.976,-0.5874,-0.4421
34.006,-0.5853,-0.4455
34.035,-0.5847,-0.4441
34.065,-0.5831,-0.4445
34.101,-0.5851,-0.4446
34.124,-0.5845,-0.4416
34.154,-0.5885,-0.4412
34.182,-0.5864,-0.4437
34.212,-0.5832,-0.4433
34.242,-0.5854,-0.4442
34.271,-0.5849,-0.4433
34.302,-0.5833,-0.4436
34.332,-0.5855,-0.4418
34.361,-0.588,-0.4402
34.391,-0.5895,-0.4437
34.42,-0.5843,-0.4432
34.451,-0.5844,-0.4444
34.48,-0.5862,-0.4416
34.508,-0.5862,-0.4498
34.538,-0.5864,-0.469
34.569,-0.5862,-0.4458
34.599,-0.5872,-0.4444
34.628,-0.5841,-0.4458
34.658,-0.5868,-0.4449
34.687,-0.5871,-0.4434
34.717,-0.5833,-0.4448
34.747,-0.5855,-0.4543
34.776,-0.5859,-0.4687
34.807,-0.586,-0.5
34.834,-0.5877,-0.5339
34.864,-0.5864,-0.556
34.895,-0.5882,-0.5096
34.924,-0.5877,-0.4939
34.954,-0.5841,-0.4768
34.984,-0.5877,-0.4711
35.013,-0.5883,-0.4742
35.043,-0.5871,-0.4946
35.073,-0.5816,-0.5318
35.101,-0.5836,-0.5399
35.132,-0.5848,-0.5362
35.16,-0.5861,-0.5231
35.191,-0.5854,-0.5075
35.221,-0.5852,-0.5129
35.252,-0.5858,-0.498
35.289,-0.5855,-0.4827
35.31,-0.5884,-0.4756
35.339,-0.5854,-0.4767
35.369,-0.5846,-0.4691
35.398,-0.5826,-0.4575
35.427,-0.5885,-0.4496
35.457,-0.5865,-0.4434
35.487,-0.5857,-0.4432
35.517,-0.5893,-0.4471
35.547,-0.5871,-0.4433
35.575,-0.5882,-0.4429
35.606,-0.5865,-0.4454
35.635,-0.5843,-0.4466
35.665,-0.5893,-0.4468
35.694,-0.5859,-0.4467
35.723,-0.5844,-0.4431
35.753,-0.5893,-0.4459
35.783,-0.5857,-0.4455
35.812,-0.589,-0.4443
35.842,-0.5865,-0.4405
35.872,-0.5877,-0.4393
35.902,-0.5913,-0.4416
35.932,-0.5874,-0.4393
35.96,-0.5868,-0.439
35.99,-0.5873,-0.4383
36.02,-0.5882,-0.4369
36.05,-0.5884,-0.4394
36.08,-0.5905,-0.4374
36.11,-0.5893,-0.4354
36.138,-0.5902,-0.4365
36.168,-0.5865,-0.4379
36.198,-0.5913,-0.437
36.227,-0.5858,-0.4371
36.257,-0.5903,-0.4393
36.287,-0.5875,-0.4363
36.316,-0.5871,-0.4384
36.346,-0.5887,-0.4369
36.375,-0.5862,-0.4363
36.409,-0.5869,-0.4346
36.435,-0.5854,-0.4306
36.464,-0.5887,-0.4358
36.494,-0.5864,-0.4335
36.525,-0.5877,-0.4282
36.553,-0.5907,-0.4196
36.583,-0.5904,-0.407
36.613,-0.589,-0.4106
36.643,-0.5884,-0.4161
36.672,-0.5891,-0.4182
36.705,-0.5893,-0.4203
36.732,-0.5868,-0.4177
36.761,-0.5885,-0.4217
36.791,-0.5858,-0.4232
36.822,-0.5875,-0.4086
36.85,-0.5877,-0.386
36.879,-0.5885,-0.3704
36.909,-0.5873,-0.3703
36.938,-0.5879,-0.3811
36.968,-0.5899,-0.3876
36.998,-0.5909,-0.3918
37.027,-0.5858,-0.3994
37.063,-0.5833,-0.4209
37.088,-0.5852,-0.4222
37.116,-0.5877,-0.4384
37.146,-0.5854,-0.438
37.175,-0.5889,-0.4402
37.205,-0.589,-0.44
37.235,-0.5897,-0.443
37.266,-0.5847,-0.4362
37.294,-0.5866,-0.439
37.324,-0.591,-0.4366
37.353,-0.5841,-0.4371
37.384,-0.5875,-0.4304
37.412,-0.5858,-0.4303
37.442,-0.5884,-0.431
37.472,-0.5888,-0.4339
37.501,-0.5887,-0.4322
37.531,-0.5879,-0.4339
37.561,-0.5885,-0.4327
37.59,-0.5859,-0.4319
37.621,-0.5904,-0.4298
37.649,-0.5868,-0.433
37.679,-0.5896,-0.4302
37.711,-0.5902,-0.4315
37.738,-0.5873,-0.4326
37.768,-0.5887,-0.434
37.797,-0.5847,-0.4327
37.827,-0.5904,-0.4325
37.857,-0.5849,-0.4294
37.886,-0.5896,-0.4272
37.916,-0.5897,-0.4295
37.95,-0.5901,-0.4308
37.975,-0.5869,-0.4322
38.007,-0.5902,-0.4321
38.034,-0.5872,-0.4307
38.065,-0.5879,-0.4304
38.094,-0.5879,-0.4281
38.123,-0.5939,-0.4321
38.153,-0.588,-0.4311
38.182,-0.5891,-0.4308
38.212,-0.5879,-0.429
38.242,-0.5914,-0.4305
38.271,-0.5894,-0.4292
38.301,-0.5858,-0.4304
38.331,-0.5894,-0.4339
38.36,-0.5873,-0.4344
38.39,-0.5873,-0.4332
38.419,-0.5873,-0.433
38.449,-0.5878,-0.4401
38.479,-0.5885,-0.4413
38.508,-0.586,-0.4416
38.538,-0.59,-0.4363
38.568,-0.5906,-0.4407
38.597,-0.5874,-0.4347
38.627,-0.5879,-0.4314
38.656,-0.5888,-0.4324
38.685,-0.5892,-0.4333
38.715,-0.5872,-0.4307
38.745,-0.586,-0.4326
38.775,-0.588,-0.4338
38.805,-0.5865,-0.4329
38.834,-0.5878,-0.4321
38.864,-0.588,-0.4308
38.893,-0.5878,-0.431
38.923,-0.5884,-0.4329
38.953,-0.588,-0.4327
38.982,-0.5868,-0.4339
39.013,-0.5893,-0.4347
39.046,-0.5889,-0.4388
39.073,-0.5853,-0.4393
39.101,-0.5875,-0.4377
39.134,-0.586,-0.4388
39.16,-0.5898,-0.4368
39.191,-0.5872,-0.4354
39.219,-0.5882,-0.4363
39.249,-0.5836,-0.4338
39.279,-0.5894,-0.4348
39.307,-0.5857,-0.4491
39.338,-0.5886,-0.4551
39.368,-0.589,-0.4546
39.401,-0.5888,-0.4598
39.431,-0.5887,-0.4692
39.456,-0.591,-0.4757
39.486,-0.5874,-0.4755
39.516,-0.5891,-0.4813
39.545,-0.5871,-0.4856
39.575,-0.5869,-0.4752
39.604,-0.5844,-0.4699
39.634,-0.5849,-0.4532
39.664,-0.5849,-0.4512
39.693,-0.5889,-0.4568
39.729,-0.5901,-0.4697
39.751,-0.5851,-0.4748
39.782,-0.5854,-0.4822
39.812,-0.5884,-0.4827
39.84,-0.5889,-0.4882
39.87,-0.5837,-0.477
39.899,-0.5895,-0.4586
39.93,-0.5869,-0.4489
39.959,-0.5881,-0.4419
39.988,-0.5873,-0.438
40.019,-0.5868,-0.4382
40.048,-0.5843,-0.4408
40.078,-0.5876,-0.4361
40.108,-0.5882,-0.4332
40.136,-0.5879,-0.4309
40.166,-0.5877,-0.4322
40.195,-0.5897,-0.4333
40.228,-0.5866,-0.4354
40.255,-0.5865,-0.435
40.288,-0.5897,-0.4365
40.314,-0.5848,-0.4405
40.343,-0.5851,-0.4353
40.374,-0.5876,-0.431
40.403,-0.5895,-0.4316
40.432,-0.5876,-0.4286
40.462,-0.5855,-0.4294
40.492,-0.5877,-0.4294
40.524,-0.5901,-0.428
40.552,-0.5896,-0.4328
40.581,-0.5859,-0.4311
40.616,-0.5907,-0.4308
40.641,-0.5884,-0.4295
40.673,-0.5892,-0.4286
40.699,-0.5877,-0.4286
40.732,-0.5892,-0.4295
40.758,-0.5884,-0.4316
40.788,-0.5876,-0.4297
40.819,-0.5904,-0.4336
40.849,-0.5896,-0.4326
40.877,-0.5921,-0.432
40.908,-0.5867,-0.4319
40.936,-0.591,-0.4303
40.968,-0.5877,-0.4313
40.995,-0.5855,-0.4336
41.025,-0.5887,-0.4309
41.057,-0.5877,-0.4345
41.084,-0.5891,-0.4357
41.113,-0.5897,-0.4424
41.143,-0.5901,-0.4617
41.173,-0.589,-0.4672
41.202,-0.5873,-0.4684
41.232,-0.588,-0.4744
41.264,-0.5881,-0.4786
41.292,-0.586,-0.4831
41.321,-0.5871,-0.4988
41.351,-0.5909,-0.5212
41.38,-0.5857,-0.5324
41.409,-0.5882,-0.533
41.439,-0.5896,-0.5399
41.469,-0.5891,-0.5553
41.5,-0.5891,-0.5702
41.528,-0.5883,-0.5951
41.558,-0.5897,-0.6215
41.587,-0.5887,-0.6307
41.617,-0.5859,-0.667
41.646,-0.5891,-0.689
41.676,-0.5892,-0.6866
41.708,-0.5912,-0.6967
41.743,-0.589,-0.6991
41.765,-0.5898,-0.7069
41.794,-0.5858,-0.7126
41.827,-0.5863,-0.7132
41.854,-0.5865,-0.7225
41.883,-0.5893,-0.722
41.913,-0.5855,-0.7117
41.943,-0.5886,-0.7097
41.972,-0.5873,-0.6952
42.002,-0.587,-0.6908
42.032,-0.5854,-0.694
42.061,-0.5877,-0.6909
42.091,-0.5899,-0.6915
42.12,-0.5893,-0.7101
42.151,-0.5848,-0.7172
42.18,-0.589,-0.7272
42.208,-0.5899,-0.7263
42.238,-0.5858,-0.7183
42.268,-0.5877,-0.7175
42.298,-0.5884,-0.7093
42.328,-0.5869,-0.7132
42.357,-0.5875,-0.7184
42.387,-0.5872,-0.7169
42.417,-0.587,-0.7062
42.447,-0.5881,-0.7017
42.477,-0.5892,-0.7038
42.505,-0.5869,-0.7165
42.535,-0.5912,-0.7267
42.565,-0.588,-0.7289
42.595,-0.5889,-0.7368
42.624,-0.5868,-0.7364
42.653,-0.5887,-0.7357
42.683,-0.5871,-0.7341
42.713,-0.5896,-0.737
42.742,-0.5902,-0.7372
42.772,-0.5877,-0.737
42.801,-0.5872,-0.7392
42.83,-0.5892,-0.7395
42.861,-0.586,-0.741
42.892,-0.5901,-0.7382
42.921,-0.5883,-0.7439
42.951,-0.5915,-0.7419
42.982,-0.5884,-0.7424
43.009,-0.5887,-0.741
43.039,-0.5869,-0.7449
43.068,-0.5876,-0.7452
43.098,-0.5874,-0.7458
43.13,-0.5844,-0.7461
43.157,-0.5869,-0.7426
43.191,-0.5869,-0.7409
43.216,-0.5899,-0.7437
43.246,-0.5888,-0.7487
43.275,-0.5868,-0.7556
43.312,-0.5859,-0.7574
43.335,-0.5862,-0.7559
43.365,-0.5885,-0.7549
43.396,-0.5914,-0.7509
43.424,-0.5898,-0.7508
43.452,-0.5873,-0.7481
43.483,-0.589,-0.7466
43.513,-0.5896,-0.7437
43.542,-0.5875,-0.7432
43.572,-0.5854,-0.7417
43.602,-0.5876,-0.7422
43.631,-0.5878,-0.7384
43.662,-0.5846,-0.742
43.691,-0.5889,-0.7351
43.72,-0.5874,-0.7398
43.75,-0.583,-0.7371
43.779,-0.5888,-0.7354
43.808,-0.5878,-0.735
43.838,-0.5911,-0.7333
43.869,-0.5875,-0.7294
43.9,-0.588,-0.73
43.929,-0.5907,-0.7294
43.957,-0.5898,-0.7266
43.987,-0.586,-0.7298
44.016,-0.5842,-0.7317
44.045,-0.5902,-0.7391
44.076,-0.5939,-0.7403
44.105,-0.5901,-0.7434
44.135,-0.5863,-0.7416
44.164,-0.5869,-0.7435
44.193,-0.5847,-0.7432
44.224,-0.5884,-0.7361
44.254,-0.5879,-0.7374
44.282,-0.5898,-0.7335
44.312,-0.5871,-0.7291
44.341,-0.5869,-0.7308
44.372,-0.5884,-0.73
44.403,-0.5862,-0.7319
44.433,-0.5863,-0.7274
44.462,-0.5857,-0.7266
44.49,-0.5892,-0.7239
44.52,-0.5902,-0.7255
44.549,-0.5879,-0.7267
44.579,-0.5896,-0.7252
44.608,-0.589,-0.7233
44.638,-0.5856,-0.7192
44.669,-0.5873,-0.7227
44.698,-0.5883,-0.7233
44.737,-0.5842,-0.7176
44.757,-0.5868,-0.7204
44.787,-0.5841,-0.7247
44.817,-0.5893,-0.7266
44.845,-0.5891,-0.7284
44.875,-0.5848,-0.7279
44.905,-0.5891,-0.7295
44.934,-0.5862,-0.73
44.964,-0.5868,-0.7279
44.994,-0.5867,-0.7226
45.023,-0.5888,-0.7194
45.063,-0.5835,-0.717
45.082,-0.5863,-0.7187
45.112,-0.5904,-0.7178
45.142,-0.5829,-0.715
45.171,-0.5878,-0.7153
45.201,-0.5862,-0.7144
45.231,-0.5866,-0.7092
45.261,-0.5865,-0.7081
45.29,-0.5835,-0.7073
45.32,-0.5862,-0.7092
45.35,-0.5889,-0.7047
45.379,-0.5888,-0.7044
45.41,-0.5884,-0.7021
45.438,-0.5865,-0.7043
45.468,-0.591,-0.6995
45.497,-0.5888,-0.6998
45.527,-0.5866,-0.6992
45.558,-0.5888,-0.6967
45.587,-0.5906,-0.6964
45.616,-0.5884,-0.6987
45.646,-0.5889,-0.7028
45.675,-0.5872,-0.7045
45.706,-0.5867,-0.7068
45.734,-0.5893,-0.7053
45.764,-0.5882,-0.702
45.794,-0.5858,-0.6973
45.823,-0.5865,-0.694
45.854,-0.5896,-0.6941
45.882,-0.589,-0.6909
45.912,-0.5867,-0.6897
45.942,-0.5882,-0.6893
45.972,-0.5878,-0.6871
46.001,-0.5904,-0.6873
46.031,-0.5863,-0.6832
46.06,-0.5855,-0.6827
46.09,-0.588,-0.6849
46.119,-0.5899,-0.6826
46.149,-0.5884,-0.6821
46.179,-0.5899,-0.684
46.208,-0.5871,-0.6836
46.244,-0.5846,-0.6813
46.268,-0.5912,-0.6775
46.297,-0.5856,-0.6818
46.328,-0.5857,-0.68
46.356,-0.5912,-0.6787
46.386,-0.5877,-0.6803
46.416,-0.5851,-0.6843
46.445,-0.5892,-0.6896
46.475,-0.5873,-0.6918
46.507,-0.5853,-0.6944
46.534,-0.5877,-0.694
46.564,-0.5859,-0.6892
46.593,-0.59,-0.684
46.624,-0.5873,-0.6838
46.653,-0.5883,-0.6808
46.682,-0.5876,-0.6799
46.712,-0.5899,-0.6833
46.742,-0.5888,-0.678
46.771,-0.5876,-0.6787
46.801,-0.588,-0.6774
46.83,-0.592,-0.6775
46.86,-0.5852,-0.6747
46.89,-0.5904,-0.6747
46.919,-0.5874,-0.6706
46.949,-0.5872,-0.6713
46.979,-0.5865,-0.6728
47.008,-0.5871,-0.6707
47.039,-0.5887,-0.6718
47.072,-0.5869,-0.6714
47.101,-0.5902,-0.6678
47.127,-0.5874,-0.6667
47.157,-0.5879,-0.668
47.186,-0.5885,-0.6646
47.216,-0.5878,-0.6683
47.245,-0.5947,-0.6755
47.274,-0.5902,-0.6797
47.305,-0.5877,-0.6807
47.336,-0.5884,-0.6764
47.368,-0.5905,-0.6763
47.394,-0.591,-0.6727
47.423,-0.5907,-0.6709
47.453,-0.5905,-0.6702
47.484,-0.5877,-0.6662
47.512,-0.588,-0.6659
47.542,-0.587,-0.6678
47.57,-0.586,-0.6667
47.6,-0.5885,-0.668
47.631,-0.5895,-0.6645
47.663,-0.5888,-0.6611
47.691,-0.59,-0.661
47.72,-0.5871,-0.6581
47.756,-0.5909,-0.6568
47.78,-0.5916,-0.6589
47.809,-0.5924,-0.6559
47.838,-0.5935,-0.6515
47.868,-0.5918,-0.6541
47.897,-0.586,-0.6529
47.927,-0.591,-0.6528
47.957,-0.5915,-0.6532
47.986,-0.5888,-0.6509
48.016,-0.5904,-0.653
48.045,-0.5891,-0.6554
48.077,-0.5874,-0.6598
48.107,-0.5918,-0.6656
48.133,-0.5923,-0.6612
48.163,-0.5871,-0.6605
48.193,-0.5915,-0.6608
48.224,-0.5846,-0.6576
48.253,-0.5903,-0.6548
48.283,-0.5891,-0.652
48.311,-0.5857,-0.6526
48.342,-0.5896,-0.6511
48.371,-0.5904,-0.652
48.401,-0.588,-0.6446
48.43,-0.5899,-0.648
48.459,-0.5877,-0.6443
48.489,-0.5915,-0.6435
48.519,-0.5924,-0.647
48.548,-0.5913,-0.6417
48.579,-0.5938,-0.6437
48.616,-0.5922,-0.6418
48.638,-0.5888,-0.6385
48.667,-0.5876,-0.6398
48.697,-0.5924,-0.6412
48.726,-0.5908,-0.6368
48.755,-0.5918,-0.6358
48.785,-0.5913,-0.6361
48.816,-0.589,-0.6315
48.845,-0.5909,-0.6356
48.875,-0.5927,-0.6376
48.904,-0.5907,-0.6439
48.934,-0.5936,-0.6456
48.965,-0.5912,-0.6471
48.992,-0.5919,-0.6447
49.022,-0.5894,-0.6437
49.052,-0.5877,-0.6392
49.081,-0.5918,-0.6353
49.116,-0.5918,-0.6369
49.14,-0.5913,-0.6367
49.171,-0.5942,-0.6342
49.2,-0.5902,-0.6341
49.229,-0.5921,-0.6354
49.26,-0.5911,-0.6308
49.289,-0.5932,-0.6326
49.318,-0.5903,-0.6274
49.348,-0.5935,-0.6274
49.377,-0.5898,-0.6269
49.408,-0.5907,-0.6269
49.439,-0.5981,-0.6277
49.466,-0.5926,-0.6268
49.504,-0.5957,-0.6254
49.527,-0.5945,-0.6229
49.556,-0.5909,-0.6252
49.586,-0.5913,-0.6235
49.614,-0.5901,-0.6219
49.644,-0.5961,-0.6233
49.674,-0.5915,-0.6226
49.704,-0.5962,-0.6278
49.734,-0.592,-0.6333
49.765,-0.5947,-0.6362
49.792,-0.5906,-0.6382
49.822,-0.5951,-0.6354
49.852,-0.5891,-0.6312
49.882,-0.5942,-0.6284
49.91,-0.5971,-0.6261
49.94,-0.5978,-0.626
49.97,-0.5921,-0.6217
50,-0.5946,-0.6222
50.031,-0.5932,-0.6235
50.059,-0.5949,-0.6263
50.088,-0.5941,-0.6213
50.118,-0.594,-0.6199
50.148,-0.5933,-0.6152
50.178,-0.5947,-0.6191
50.207,-0.5963,-0.6174
50.236,-0.595,-0.6139
50.266,-0.5978,-0.6149
50.296,-0.5916,-0.6158
50.326,-0.5916,-0.6105
50.355,-0.5927,-0.6156
50.384,-0.5974,-0.6107
50.414,-0.5935,-0.6111
50.444,-0.5964,-0.6098
50.474,-0.5968,-0.6097
50.504,-0.5981,-0.6098
50.534,-0.5969,-0.6174
50.562,-0.5952,-0.6227
50.592,-0.5951,-0.6255
50.621,-0.5946,-0.6251
50.651,-0.5956,-0.6249
50.684,-0.5943,-0.6244
50.71,-0.5923,-0.6226
50.74,-0.5938,-0.618
50.77,-0.594,-0.6202
50.799,-0.5967,-0.6168
50.829,-0.5957,-0.6139
50.858,-0.596,-0.6172
50.888,-0.595,-0.616
50.918,-0.5924,-0.612
50.947,-0.5884,-0.61
50.977,-0.5938,-0.605
51.006,-0.5959,-0.605
51.037,-0.5945,-0.6007
51.066,-0.5927,-0.6026
51.095,-0.592,-0.6011
51.125,-0.5951,-0.6017
51.155,-0.5949,-0.6014
51.184,-0.5928,-0.6003
51.214,-0.5955,-0.6019
51.243,-0.5929,-0.598
51.273,-0.5947,-0.5955
51.303,-0.5927,-0.601
51.332,-0.5963,-0.6037
51.362,-0.5949,-0.6099
51.392,-0.5958,-0.6128
51.421,-0.5987,-0.6131
51.451,-0.5932,-0.6144
51.484,-0.5929,-0.61
51.51,-0.5939,-0.6091
51.54,-0.5935,-0.6053
51.572,-0.5945,-0.6057
51.599,-0.5921,-0.6047
51.629,-0.5909,-0.6013
51.659,-0.5965,-0.6041
51.688,-0.5953,-0.6023
51.717,-0.5937,-0.6013
51.747,-0.5939,-0.6005
51.777,-0.5962,-0.5942
51.806,-0.5946,-0.5931
51.836,-0.5947,-0.5918
51.865,-0.5921,-0.5878
