time,wavelength_shift_1,wavelength_shift_2
78.046,-0.5911,-0.4374
78.076,-0.5896,-0.4363
78.105,-0.5888,-0.4382
78.136,-0.5871,-0.4369
78.166,-0.593,-0.4485
78.195,-0.5891,-0.4567
78.225,-0.5892,-0.4623
78.254,-0.5884,-0.4586
78.284,-0.5904,-0.4561
78.314,-0.5881,-0.4575
78.343,-0.5903,-0.4548
78.373,-0.5899,-0.4505
78.403,-0.5876,-0.4512
78.436,-0.5907,-0.4489
78.466,-0.5876,-0.4537
78.494,-0.5899,-0.4477
78.525,-0.5914,-0.4492
78.551,-0.5916,-0.4468
78.58,-0.5888,-0.4431
78.61,-0.5879,-0.4429
78.639,-0.5891,-0.442
78.668,-0.5902,-0.4422
78.698,-0.5893,-0.4398
78.728,-0.5909,-0.4388
78.758,-0.5926,-0.44
78.792,-0.5887,-0.4389
78.817,-0.5887,-0.4371
78.847,-0.5911,-0.4399
78.876,-0.5882,-0.4396
78.909,-0.5902,-0.4386
78.935,-0.5896,-0.4496
78.964,-0.5917,-0.4526
78.994,-0.5904,-0.4567
79.025,-0.5885,-0.4564
79.054,-0.5888,-0.4537
79.084,-0.5909,-0.4528
79.113,-0.5866,-0.4526
79.143,-0.5874,-0.4465
79.173,-0.5887,-0.4482
79.203,-0.5879,-0.4462
79.233,-0.5917,-0.4448
79.262,-0.5885,-0.4473
79.29,-0.589,-0.446
79.321,-0.5846,-0.4451
79.35,-0.5899,-0.4426
79.379,-0.5865,-0.4444
79.409,-0.5903,-0.4434
79.439,-0.5869,-0.4417
79.468,-0.5906,-0.444
79.5,-0.5885,-0.4398
79.527,-0.5906,-0.4377
79.557,-0.5873,-0.4377
79.586,-0.5868,-0.4385
79.617,-0.5897,-0.4365
79.647,-0.5898,-0.44
79.676,-0.5865,-0.4431
79.705,-0.5901,-0.4501
79.736,-0.5884,-0.4578
79.765,-0.5915,-0.4565
79.794,-0.588,-0.4562
79.825,-0.5896,-0.4556
79.854,-0.5892,-0.4528
79.884,-0.5901,-0.4526
79.913,-0.5885,-0.447
79.943,-0.5885,-0.4479
79.973,-0.5879,-0.4476
80.002,-0.5911,-0.4466
80.032,-0.5872,-0.4496
80.062,-0.5869,-0.4478
80.091,-0.5882,-0.447
80.121,-0.5879,-0.4426
80.149,-0.5876,-0.4406
80.179,-0.589,-0.441
80.209,-0.591,-0.438
80.238,-0.5875,-0.44
80.269,-0.5895,-0.4387
80.299,-0.5866,-0.4357
80.327,-0.5913,-0.4363
80.358,-0.59,-0.4336
80.387,-0.5867,-0.4339
80.417,-0.5928,-0.4339
80.446,-0.5885,-0.4335
80.475,-0.5861,-0.436
80.513,-0.5899,-0.4419
80.536,-0.586,-0.454
80.565,-0.589,-0.4535
80.594,-0.5911,-0.4542
80.624,-0.5876,-0.4525
80.654,-0.5873,-0.451
80.684,-0.5878,-0.449
80.712,-0.5902,-0.4481
80.742,-0.5857,-0.4479
80.772,-0.5893,-0.4437
80.802,-0.591,-0.4464
80.833,-0.5899,-0.4474
80.86,-0.5904,-0.4472
80.89,-0.5894,-0.446
80.92,-0.5891,-0.4436
80.949,-0.5879,-0.4427
80.98,-0.5854,-0.4434
81.009,-0.5923,-0.4393
81.038,-0.589,-0.4364
81.068,-0.5857,-0.4398
81.098,-0.5893,-0.439
81.128,-0.5909,-0.4348
81.157,-0.5873,-0.4341
81.187,-0.589,-0.4313
81.217,-0.5899,-0.4321
81.245,-0.589,-0.4366
81.276,-0.5885,-0.4371
81.305,-0.589,-0.444
81.335,-0.587,-0.4486
81.364,-0.5872,-0.4559
81.396,-0.5908,-0.451
81.423,-0.5893,-0.4542
81.453,-0.5899,-0.4492
81.483,-0.5911,-0.446
81.513,-0.5885,-0.4452
81.542,-0.5882,-0.4414
81.571,-0.5866,-0.4402
81.601,-0.5897,-0.4428
81.63,-0.5896,-0.4399
81.66,-0.5887,-0.439
81.692,-0.5869,-0.4416
81.72,-0.5909,-0.4387
81.752,-0.589,-0.4379
81.78,-0.5878,-0.436
81.808,-0.5915,-0.4394
81.838,-0.5879,-0.4346
81.869,-0.5893,-0.4341
81.898,-0.5912,-0.436
81.927,-0.587,-0.4324
81.956,-0.5875,-0.4332
81.988,-0.586,-0.4318
82.017,-0.5881,-0.4313
82.046,-0.5879,-0.4391
82.076,-0.5887,-0.4431
82.105,-0.5923,-0.4469
82.134,-0.5885,-0.4467
82.164,-0.5889,-0.4474
82.193,-0.5874,-0.4446
82.223,-0.5875,-0.4463
82.253,-0.5864,-0.4439
82.282,-0.5899,-0.4402
82.312,-0.5912,-0.4423
82.342,-0.5888,-0.4411
82.371,-0.5905,-0.4369
82.401,-0.5905,-0.4386
82.43,-0.5884,-0.4341
82.46,-0.5914,-0.4324
82.49,-0.5906,-0.4312
82.521,-0.5911,-0.4321
82.549,-0.5886,-0.4286
82.579,-0.5916,-0.4258
82.608,-0.5883,-0.4296
82.638,-0.5871,-0.4303
82.667,-0.5917,-0.43
82.697,-0.5878,-0.4319
82.727,-0.5921,-0.4285
82.756,-0.5893,-0.4283
82.786,-0.5888,-0.43
82.816,-0.589,-0.43
82.845,-0.5908,-0.4302
82.875,-0.5888,-0.4369
82.904,-0.5915,-0.4418
82.934,-0.5862,-0.4446
82.964,-0.5916,-0.4414
82.993,-0.5879,-0.4413
83.023,-0.592,-0.4407
83.053,-0.5869,-0.4416
83.082,-0.5896,-0.4355
83.112,-0.5897,-0.4357
83.141,-0.5885,-0.4334
83.171,-0.5861,-0.4368
83.201,-0.5906,-0.4348
83.231,-0.5912,-0.4366
83.26,-0.5915,-0.4323
83.29,-0.5859,-0.4313
83.32,-0.5904,-0.4337
83.349,-0.5907,-0.4344
83.379,-0.5897,-0.4319
83.407,-0.5904,-0.4308
83.437,-0.588,-0.4308
83.469,-0.5867,-0.4278
83.497,-0.5881,-0.4266
83.526,-0.5908,-0.431
83.556,-0.5879,-0.4272
83.586,-0.5902,-0.4263
83.615,-0.589,-0.4264
83.645,-0.5898,-0.4234
83.674,-0.5921,-0.4305
83.703,-0.5891,-0.4394
83.733,-0.5932,-0.4446
83.764,-0.5885,-0.4463
83.792,-0.5882,-0.4463
83.822,-0.5891,-0.4443
83.851,-0.589,-0.4447
83.882,-0.5905,-0.4435
83.911,-0.5904,-0.4363
83.941,-0.5878,-0.44
83.97,-0.5904,-0.439
83.999,-0.5888,-0.4371
84.03,-0.5863,-0.4389
84.06,-0.5893,-0.4382
84.089,-0.5868,-0.437
84.119,-0.5899,-0.4345
84.148,-0.5885,-0.4327
84.177,-0.5882,-0.4326
84.208,-0.5898,-0.4346
84.236,-0.589,-0.4322
84.267,-0.5893,-0.4371
84.296,-0.5879,-0.4308
84.325,-0.591,-0.4323
84.356,-0.5893,-0.4329
84.386,-0.5893,-0.4331
84.415,-0.5879,-0.4354
84.449,-0.592,-0.4324
84.475,-0.5922,-0.4377
84.504,-0.5879,-0.4471
84.534,-0.5871,-0.4531
84.562,-0.5895,-0.4517
84.592,-0.589,-0.4481
84.622,-0.5906,-0.4466
84.651,-0.5892,-0.4466
84.682,-0.5908,-0.4449
84.712,-0.5902,-0.4412
84.74,-0.589,-0.4431
84.775,-0.5914,-0.4409
84.8,-0.5921,-0.4432
84.83,-0.5895,-0.444
84.864,-0.5895,-0.4438
84.888,-0.5885,-0.4414
84.918,-0.5912,-0.4396
84.952,-0.5896,-0.4395
84.981,-0.5931,-0.4398
85.007,-0.5878,-0.4362
85.037,-0.5917,-0.4385
85.066,-0.588,-0.4357
85.096,-0.5894,-0.4384
85.128,-0.5895,-0.4351
85.155,-0.5905,-0.4354
85.185,-0.5899,-0.4374
85.214,-0.5918,-0.441
85.245,-0.5899,-0.4461
85.275,-0.5878,-0.4515
85.304,-0.5891,-0.4571
85.333,-0.588,-0.455
85.363,-0.5905,-0.4481
85.392,-0.5915,-0.4493
85.422,-0.5899,-0.4514
85.452,-0.5894,-0.4462
85.481,-0.5873,-0.4468
85.511,-0.5873,-0.4451
85.542,-0.5904,-0.4457
85.57,-0.5904,-0.4448
85.601,-0.5892,-0.4405
85.629,-0.591,-0.4413
85.661,-0.59,-0.4423
85.689,-0.5909,-0.4363
85.718,-0.5912,-0.441
85.748,-0.5883,-0.4376
85.778,-0.5876,-0.4395
85.81,-0.5905,-0.4401
85.837,-0.5934,-0.4387
85.867,-0.5886,-0.4363
85.896,-0.5893,-0.4334
85.926,-0.5892,-0.4353
85.955,-0.5866,-0.4349
85.986,-0.589,-0.432
86.015,-0.5916,-0.4363
86.05,-0.5908,-0.4479
86.074,-0.59,-0.4523
86.104,-0.5876,-0.4531
86.133,-0.5898,-0.4518
86.163,-0.5884,-0.4565
86.193,-0.5918,-0.4543
86.222,-0.5865,-0.4546
86.252,-0.5897,-0.4481
86.282,-0.5887,-0.444
86.312,-0.5899,-0.4473
86.341,-0.59,-0.4479
86.37,-0.5909,-0.4517
86.401,-0.5866,-0.4453
86.43,-0.5875,-0.4459
86.46,-0.5852,-0.4447
86.489,-0.5883,-0.4435
86.519,-0.5904,-0.444
86.548,-0.5885,-0.4424
86.582,-0.5898,-0.442
86.607,-0.5852,-0.4383
86.637,-0.5876,-0.4405
86.667,-0.5916,-0.438
86.697,-0.5904,-0.4377
86.73,-0.5916,-0.4346
86.756,-0.5888,-0.4374
86.786,-0.5858,-0.4393
86.815,-0.5874,-0.4385
86.847,-0.59,-0.4461
86.874,-0.5897,-0.4537
86.904,-0.5915,-0.4565
86.934,-0.5908,-0.4559
86.964,-0.589,-0.4518
86.993,-0.5903,-0.4534
87.022,-0.5896,-0.4521
87.053,-0.592,-0.4513
87.083,-0.5893,-0.4466
87.113,-0.5907,-0.4481
87.145,-0.5905,-0.4445
87.171,-0.5887,-0.443
87.201,-0.5875,-0.4449
87.233,-0.5904,-0.4446
87.26,-0.5877,-0.442
87.289,-0.5909,-0.4431
87.319,-0.5902,-0.4395
87.348,-0.5871,-0.4418
87.378,-0.5885,-0.4383
87.408,-0.5877,-0.4406
87.442,-0.5879,-0.4398
87.467,-0.5889,-0.4382
87.497,-0.5905,-0.4364
87.528,-0.5929,-0.4361
87.555,-0.5897,-0.436
87.585,-0.5946,-0.4448
87.615,-0.5901,-0.4539
87.645,-0.5882,-0.4532
87.674,-0.59,-0.451
87.704,-0.5876,-0.4498
87.734,-0.5874,-0.4449
87.763,-0.5888,-0.4485
87.793,-0.5854,-0.445
87.824,-0.5898,-0.4448
87.855,-0.5873,-0.4437
87.882,-0.5915,-0.4451
87.917,-0.5895,-0.443
87.943,-0.5904,-0.4443
87.971,-0.5888,-0.4431
88.001,-0.5898,-0.4416
88.03,-0.5916,-0.441
88.059,-0.5893,-0.4398
88.09,-0.5898,-0.4378
88.118,-0.5933,-0.4373
88.149,-0.5899,-0.4379
88.178,-0.5909,-0.4361
88.209,-0.589,-0.4368
88.238,-0.5887,-0.4341
88.27,-0.5882,-0.4334
88.297,-0.5868,-0.4343
88.327,-0.5923,-0.4366
88.355,-0.5871,-0.4456
88.386,-0.5896,-0.4532
88.414,-0.5898,-0.4583
88.444,-0.5887,-0.456
88.474,-0.5904,-0.4521
88.503,-0.5901,-0.4498
88.534,-0.5901,-0.4514
88.563,-0.5909,-0.4457
88.592,-0.5877,-0.4463
88.623,-0.5907,-0.4443
88.653,-0.5877,-0.4435
88.683,-0.5886,-0.444
88.711,-0.5888,-0.4448
88.74,-0.5917,-0.4376
88.77,-0.586,-0.4385
88.802,-0.5905,-0.4377
88.83,-0.5888,-0.4368
88.86,-0.5904,-0.4363
88.892,-0.5901,-0.4362
88.919,-0.5916,-0.4314
88.949,-0.5877,-0.4338
88.978,-0.5921,-0.4346
89.007,-0.5884,-0.4331
89.038,-0.5898,-0.4341
89.066,-0.5902,-0.4297
89.096,-0.5916,-0.4274
89.126,-0.5924,-0.4334
89.156,-0.5884,-0.4451
89.185,-0.5873,-0.4502
89.214,-0.5889,-0.4562
89.244,-0.5923,-0.4524
89.275,-0.5908,-0.4525
89.303,-0.589,-0.4514
89.333,-0.5917,-0.4507
89.363,-0.5896,-0.4485
89.393,-0.5878,-0.4444
89.423,-0.5916,-0.4436
89.451,-0.589,-0.4467
89.481,-0.5905,-0.4451
89.512,-0.5879,-0.4416
89.541,-0.5899,-0.4377
89.571,-0.588,-0.4211
89.601,-0.5895,-0.3933
89.63,-0.5902,-0.3683
89.659,-0.5932,-0.3466
89.688,-0.5931,-0.3116
89.718,-0.5912,-0.2822
89.748,-0.5924,-0.2632
89.777,-0.5904,-0.2631
89.808,-0.5899,-0.2602
89.836,-0.5917,-0.2502
89.867,-0.5934,-0.2518
89.896,-0.5892,-0.2546
89.925,-0.5891,-0.256
89.955,-0.5898,-0.2551
89.984,-0.5907,-0.254
90.014,-0.5869,-0.2567
90.044,-0.5907,-0.2448
90.077,-0.5895,-0.2435
90.103,-0.5922,-0.2388
90.133,-0.5901,-0.2409
90.162,-0.5912,-0.238
90.194,-0.5905,-0.2363
90.222,-0.5896,-0.2385
90.251,-0.5888,-0.241
90.281,-0.5902,-0.2383
90.31,-0.5876,-0.239
90.342,-0.5889,-0.2401
90.371,-0.5898,-0.2382
90.403,-0.588,-0.2408
90.429,-0.5888,-0.2383
90.458,-0.5896,-0.236
90.49,-0.5855,-0.2369
90.518,-0.5882,-0.2369
90.547,-0.5903,-0.2399
90.58,-0.5909,-0.236
90.608,-0.5895,-0.2371
90.637,-0.5865,-0.2363
90.666,-0.5895,-0.2398
90.696,-0.5882,-0.2364
90.726,-0.5918,-0.2384
90.755,-0.5921,-0.2379
90.784,-0.5873,-0.2344
90.814,-0.5873,-0.2396
90.844,-0.5916,-0.2355
90.873,-0.5891,-0.2369
90.903,-0.5901,-0.2364
90.933,-0.5884,-0.2333
90.963,-0.5886,-0.2354
90.997,-0.5913,-0.2338
91.022,-0.5884,-0.2383
91.051,-0.5901,-0.235
91.081,-0.589,-0.235
91.11,-0.5913,-0.2368
91.14,-0.5912,-0.2373
91.171,-0.5885,-0.238
91.2,-0.5934,-0.2382
91.229,-0.5869,-0.2369
91.259,-0.5888,-0.237
91.288,-0.5907,-0.2361
91.318,-0.5902,-0.2386
91.348,-0.5937,-0.239
91.378,-0.59,-0.2378
91.407,-0.5909,-0.2389
91.436,-0.5912,-0.2407
91.467,-0.5917,-0.2382
91.497,-0.5929,-0.2359
91.525,-0.5926,-0.2361
91.555,-0.5931,-0.2325
91.587,-0.5941,-0.234
91.614,-0.5946,-0.2348
91.644,-0.5963,-0.2377
91.674,-0.5951,-0.2325
91.703,-0.5971,-0.2368
91.733,-0.5961,-0.2381
91.764,-0.5963,-0.2327
91.793,-0.5993,-0.2326
91.822,-0.5951,-0.2354
91.851,-0.5974,-0.236
91.881,-0.5951,-0.2354
91.911,-0.5976,-0.2338
91.94,-0.6003,-0.2339
91.971,-0.5972,-0.2344
92,-0.5963,-0.2308
92.028,-0.5984,-0.2348
92.06,-0.5971,-0.2341
92.089,-0.5974,-0.2366
92.118,-0.5953,-0.238
92.147,-0.5937,-0.2356
92.176,-0.5958,-0.24
92.206,-0.5964,-0.2416
92.237,-0.599,-0.2395
92.266,-0.596,-0.24
92.296,-0.5958,-0.2449
92.326,-0.5951,-0.249
92.355,-0.6001,-0.2469
92.385,-0.5987,-0.2454
92.414,-0.5974,-0.2449
92.444,-0.5998,-0.245
92.474,-0.6011,-0.2435
92.503,-0.6032,-0.2474
92.532,-0.5946,-0.2515
92.563,-0.5994,-0.2477
92.591,-0.5971,-0.2479
92.621,-0.5984,-0.2478
92.65,-0.6003,-0.2455
92.68,-0.5968,-0.2455
92.71,-0.5963,-0.247
92.741,-0.5951,-0.2483
92.77,-0.6018,-0.2512
92.8,-0.5973,-0.2479
92.829,-0.5971,-0.2494
92.859,-0.5965,-0.2479
92.888,-0.5988,-0.249
92.918,-0.5947,-0.2508
92.948,-0.5975,-0.252
92.977,-0.5989,-0.2508
93.007,-0.5983,-0.2488
93.036,-0.5987,-0.2513
93.066,-0.5985,-0.2543
93.096,-0.6004,-0.2498
93.126,-0.5978,-0.2532
93.155,-0.5991,-0.2538
93.186,-0.5985,-0.252
93.213,-0.5982,-0.2549
93.244,-0.5971,-0.2547
93.273,-0.5995,-0.2549
93.302,-0.5993,-0.2546
93.332,-0.5963,-0.2584
93.362,-0.5982,-0.2522
93.391,-0.5945,-0.2554
93.422,-0.5955,-0.2547
93.451,-0.6004,-0.2528
93.481,-0.6029,-0.2569
93.511,-0.5951,-0.2582
93.54,-0.5981,-0.257
93.569,-0.5999,-0.2584
93.599,-0.5982,-0.2576
93.628,-0.6,-0.2568
93.659,-0.5998,-0.256
93.688,-0.5961,-0.2569
93.717,-0.6006,-0.2582
93.748,-0.5991,-0.2606
93.776,-0.599,-0.2584
93.806,-0.5971,-0.2565
93.837,-0.5995,-0.255
93.866,-0.6009,-0.2573
93.895,-0.5982,-0.2568
93.925,-0.5962,-0.2562
93.955,-0.5978,-0.257
93.984,-0.5988,-0.2595
94.015,-0.5996,-0.2579
94.043,-0.5977,-0.2582
94.073,-0.6001,-0.2567
94.103,-0.5993,-0.2595
94.132,-0.6026,-0.2598
94.162,-0.5984,-0.2599
94.192,-0.5995,-0.2579
94.221,-0.6004,-0.2599
94.255,-0.6015,-0.2609
94.281,-0.6026,-0.2564
94.31,-0.5996,-0.2562
94.34,-0.5987,-0.2574
94.369,-0.602,-0.2607
94.399,-0.5998,-0.2564
94.433,-0.5975,-0.2571
94.458,-0.6027,-0.2577
94.488,-0.5976,-0.2591
94.518,-0.5978,-0.258
94.548,-0.6013,-0.2602
94.577,-0.5992,-0.259
94.606,-0.5984,-0.2574
94.636,-0.6026,-0.2613
94.666,-0.6,-0.2607
94.695,-0.5995,-0.2618
94.726,-0.6023,-0.2595
94.755,-0.5991,-0.2608
94.784,-0.6007,-0.2606
94.814,-0.5988,-0.2601
94.844,-0.5995,-0.2606
94.873,-0.6012,-0.2617
94.904,-0.5984,-0.2618
94.933,-0.5999,-0.2592
94.962,-0.599,-0.2592
94.992,-0.5981,-0.2631
95.022,-0.5977,-0.2601
95.051,-0.599,-0.2586
95.082,-0.5979,-0.259
95.11,-0.602,-0.2635
95.14,-0.5987,-0.2598
95.17,-0.6009,-0.2638
95.2,-0.6014,-0.262
95.229,-0.5993,-0.2626
95.259,-0.6023,-0.2612
95.288,-0.5981,-0.2652
95.318,-0.6005,-0.2639
95.347,-0.5976,-0.2632
95.378,-0.5989,-0.2645
95.407,-0.5979,-0.2629
95.436,-0.6018,-0.2646
95.466,-0.6017,-0.2651
95.496,-0.603,-0.263
95.525,-0.6026,-0.2592
95.555,-0.5974,-0.2645
95.584,-0.5968,-0.265
95.615,-0.5995,-0.2632
95.644,-0.6039,-0.262
95.673,-0.5992,-0.2646
95.703,-0.5999,-0.2639
95.733,-0.5992,-0.2634
95.762,-0.5996,-0.2633
95.792,-0.5985,-0.267
95.822,-0.6028,-0.2657
95.851,-0.6013,-0.265
95.881,-0.6005,-0.2675
95.914,-0.6003,-0.2643
95.94,-0.5999,-0.2695
95.97,-0.5984,-0.2643
96,-0.6039,-0.2631
96.029,-0.5988,-0.2643
96.059,-0.6005,-0.2693
96.088,-0.5982,-0.2684
96.118,-0.5992,-0.2657
96.148,-0.6016,-0.2642
96.178,-0.5982,-0.2646
96.207,-0.6001,-0.2681
96.236,-0.5975,-0.2658
96.266,-0.6027,-0.2646
96.296,-0.6015,-0.2676
96.326,-0.601,-0.2676
96.355,-0.6008,-0.2631
96.385,-0.5998,-0.265
96.416,-0.6033,-0.2682
96.444,-0.5999,-0.2662
96.474,-0.6039,-0.2682
96.504,-0.5982,-0.2671
96.533,-0.6001,-0.2672
96.563,-0.601,-0.2692
96.591,-0.6029,-0.2654
96.622,-0.6051,-0.2653
96.652,-0.6072,-0.2664
96.681,-0.6056,-0.2709
96.712,-0.5996,-0.2673
96.741,-0.5991,-0.2673
96.77,-0.6013,-0.2648
96.8,-0.6053,-0.2734
96.83,-0.6136,-0.2752
96.859,-0.6119,-0.2723
96.888,-0.621,-0.2669
96.92,-0.6225,-0.2726
96.948,-0.6366,-0.2659
96.978,-0.6352,-0.2525
97.008,-0.6429,-0.2754
97.036,-0.6278,-0.2548
97.066,-0.6148,-0.2776
97.096,-0.6138,-0.2728
97.126,-0.6167,-0.2751
97.156,-0.6128,-0.2706
97.185,-0.6105,-0.2761
97.224,-0.6123,-0.2767
97.245,-0.6116,-0.2733
97.273,-0.613,-0.2757
97.303,-0.6122,-0.2754
97.334,-0.6165,-0.2718
97.362,-0.6186,-0.2717
97.393,-0.6191,-0.2741
97.422,-0.6178,-0.272
97.452,-0.6138,-0.2734
97.481,-0.6156,-0.2717
97.51,-0.6164,-0.2748
97.541,-0.6175,-0.2704
97.57,-0.6156,-0.2731
97.599,-0.6153,-0.2751
97.63,-0.6135,-0.2744
97.659,-0.61,-0.2744
97.689,-0.6154,-0.2762
97.718,-0.6132,-0.275
97.749,-0.6122,-0.2736
97.778,-0.6167,-0.2737
97.808,-0.6209,-0.2737
97.836,-0.6158,-0.2764
97.866,-0.6169,-0.2749
97.897,-0.6224,-0.2776
97.925,-0.6124,-0.2763
97.955,-0.6197,-0.277
97.986,-0.62,-0.2739
98.014,-0.6163,-0.283
98.044,-0.6165,-0.2915
98.074,-0.6128,-0.2946
98.103,-0.6176,-0.2856
98.133,-0.6173,-0.2814
98.162,-0.6132,-0.2975
98.192,-0.6154,-0.3034
98.222,-0.6158,-0.3084
98.252,-0.6191,-0.3035
98.281,-0.6201,-0.306
98.311,-0.6183,-0.3058
98.34,-0.6178,-0.3091
98.37,-0.6129,-0.3173
98.399,-0.6133,-0.3226
98.429,-0.6109,-0.3323
98.459,-0.61,-0.3329
98.488,-0.6139,-0.3336
98.518,-0.6136,-0.3272
98.549,-0.6119,-0.3414
98.578,-0.6178,-0.3537
98.607,-0.6137,-0.3573
98.637,-0.6106,-0.3382
98.666,-0.6181,-0.3204
98.697,-0.6092,-0.3057
98.725,-0.6093,-0.3109
98.755,-0.6118,-0.3165
98.786,-0.6146,-0.3163
98.815,-0.6147,-0.3029
98.844,-0.608,-0.2908
98.875,-0.6079,-0.3274
98.903,-0.6117,-0.4343
98.933,-0.6103,-0.6093
98.962,-0.6098,-0.6602
98.992,-0.614,-0.6128
99.022,-0.6085,-0.5223
99.06,-0.6109,-0.4281
99.092,-0.6069,-0.3621
99.11,-0.6117,-0.3321
99.14,-0.6102,-0.3182
99.17,-0.6081,-0.3116
99.199,-0.6144,-0.315
99.229,-0.6075,-0.3151
99.259,-0.614,-0.3149
99.288,-0.6136,-0.3105
99.318,-0.6153,-0.3463
99.348,-0.6194,-0.3766
99.377,-0.6119,-0.4155
99.408,-0.6181,-0.4464
99.436,-0.6097,-0.4441
99.471,-0.615,-0.43
99.496,-0.6137,-0.4019
99.525,-0.6103,-0.3625
99.555,-0.6143,-0.3273
99.585,-0.6135,-0.3126
99.616,-0.6164,-0.3057
99.644,-0.6086,-0.298
99.673,-0.6068,-0.3
99.704,-0.6006,-0.3003
99.732,-0.6065,-0.2963
99.762,-0.6082,-0.2916
99.792,-0.6061,-0.2944
99.822,-0.6057,-0.2907
99.851,-0.6026,-0.2925
99.882,-0.6034,-0.3004
99.91,-0.6011,-0.3058
99.94,-0.5981,-0.3139
99.97,-0.5974,-0.3207
99.999,-0.5954,-0.3302
100.029,-0.5985,-0.343
100.059,-0.5985,-0.3583
100.09,-0.5984,-0.3873
100.119,-0.5949,-0.4001
100.152,-0.5964,-0.393
100.177,-0.5959,-0.3707
100.207,-0.6026,-0.3634
100.237,-0.5988,-0.3633
100.268,-0.5951,-0.3545
100.296,-0.5943,-0.353
100.325,-0.5927,-0.3545
100.355,-0.5926,-0.3582
100.385,-0.5917,-0.3701
100.414,-0.5926,-0.3655
100.444,-0.6053,-0.3613
100.474,-0.6073,-0.3699
100.503,-0.6053,-0.3824
100.533,-0.6104,-0.3925
100.562,-0.6081,-0.3917
100.592,-0.6073,-0.3854
100.622,-0.6058,-0.3859
100.651,-0.609,-0.3973
100.681,-0.6032,-0.388
100.711,-0.5995,-0.3749
100.739,-0.6024,-0.3627
100.77,-0.602,-0.3477
100.8,-0.6012,-0.3416
100.829,-0.6017,-0.3272
100.859,-0.5957,-0.3251
100.887,-0.5976,-0.3199
100.917,-0.5947,-0.3215
100.948,-0.595,-0.3396
100.977,-0.5948,-0.3357
101.008,-0.6072,-0.3426
101.037,-0.602,-0.3221
101.066,-0.5975,-0.3113
101.096,-0.6024,-0.2966
101.126,-0.5986,-0.2863
101.155,-0.5991,-0.28
101.184,-0.5954,-0.2741
101.213,-0.5964,-0.277
101.244,-0.5985,-0.2839
101.274,-0.601,-0.2862
101.307,-0.6016,-0.2897
101.333,-0.5997,-0.2941
101.363,-0.5973,-0.2994
101.394,-0.5982,-0.3074
101.422,-0.5999,-0.3052
101.452,-0.601,-0.3079
101.483,-0.6005,-0.3036
101.51,-0.5973,-0.3044
101.539,-0.6037,-0.301
101.57,-0.5991,-0.3104
101.598,-0.6004,-0.3097
101.628,-0.6021,-0.3063
101.658,-0.6014,-0.296
101.688,-0.6039,-0.2876
101.718,-0.6051,-0.2812
101.748,-0.6025,-0.2804
101.777,-0.6009,-0.2822
101.806,-0.6038,-0.2802
101.837,-0.6031,-0.2808
101.866,-0.607,-0.274
101.897,-0.6034,-0.2662
101.925,-0.6004,-0.271
101.955,-0.6101,-0.2723
101.984,-0.6066,-0.2709
102.014,-0.607,-0.2737
102.044,-0.6039,-0.2765
102.074,-0.6072,-0.2789
102.104,-0.6007,-0.274
102.133,-0.6047,-0.2832
102.161,-0.6039,-0.2823
102.192,-0.603,-0.2914
102.221,-0.6028,-0.2938
102.251,-0.606,-0.2935
102.287,-0.6032,-0.2974
102.311,-0.6038,-0.2919
102.339,-0.6039,-0.2878
102.37,-0.6031,-0.2837
102.398,-0.6045,-0.2819
102.43,-0.601,-0.2815
102.458,-0.6024,-0.2751
102.487,-0.6064,-0.2706
102.517,-0.602,-0.2665
102.548,-0.6003,-0.2668
102.577,-0.6065,-0.2648
102.606,-0.6025,-0.2622
102.636,-0.6001,-0.2646
102.668,-0.6054,-0.2607
102.695,-0.6034,-0.2631
102.725,-0.6045,-0.2612
102.754,-0.6017,-0.2607
102.785,-0.6026,-0.2607
102.814,-0.6067,-0.2623
102.843,-0.6067,-0.263
102.874,-0.6032,-0.2616
102.902,-0.6018,-0.2646
102.935,-0.6062,-0.263
102.961,-0.6033,-0.2678
102.991,-0.6044,-0.2655
103.022,-0.6026,-0.2689
103.05,-0.6015,-0.2645
103.08,-0.6042,-0.2647
103.11,-0.601,-0.2683
103.139,-0.6042,-0.2657
103.169,-0.6026,-0.2687
103.199,-0.6016,-0.2687
103.229,-0.601,-0.2668
103.258,-0.6026,-0.2695
103.287,-0.6044,-0.2682
103.317,-0.605,-0.2715
103.347,-0.6037,-0.2743
103.382,-0.6056,-0.2734
103.406,-0.6051,-0.2724
103.436,-0.5993,-0.2689
103.469,-0.6039,-0.267
103.495,-0.6054,-0.272
103.528,-0.6026,-0.2664
103.554,-0.6035,-0.2658
103.584,-0.6049,-0.2673
103.617,-0.6028,-0.2671
103.643,-0.6004,-0.2678
103.673,-0.6051,-0.2662
103.702,-0.6018,-0.2684
103.732,-0.6044,-0.2645
103.762,-0.6062,-0.2711
103.791,-0.6047,-0.2664
103.821,-0.6015,-0.2654
103.851,-0.6044,-0.2677
103.88,-0.5996,-0.2681
103.91,-0.6024,-0.2679
103.948,-0.6053,-0.2631
103.969,-0.6059,-0.2685
103.999,-0.6057,-0.264
104.029,-0.6024,-0.2659
104.058,-0.6046,-0.2651
104.088,-0.6038,-0.2637
104.117,-0.603,-0.2629
104.147,-0.6043,-0.2617
104.177,-0.6058,-0.2648
104.206,-0.6021,-0.2678
104.236,-0.6014,-0.262
